gamma (fraction of the demand of load that can be curtailed) 1
Pi (investment budget) 100e6
Sigma (weighting factor) 9.08
Sbase: 100 MW
param: vAng:= 0.6																		
;
																		
param:	candidate	branch_fbus		branch_tbus	branch_x	branch_scpt	Fmax	IC	max_lines	angmin		angmax
227		1		2.49		0.45		0		0		7		1.029771		-24.402999		69		1		1.1		0.9
228		1		3.09		0.9		0		0		7		1.027153		-24.230627		69		1		1.1		0.9
229		1		4.6		1.13		0		0		7		1.0244737		-25.35827		69		1		1.1		0.9
230		1		2.18		0.6		0		0		7		1.0265843		-25.326226		69		1		1.1		0.9
231		1		1.8		0.38		0		0		7		1.0199938		-24.622698		69		1		1.1		0.9
232		1		6.2		1.8		0		0		7		1.0191379		-24.70758		69		1		1.1		0.9
233		1		2.86		0.83		0		0		7		1.0213776		-24.445804		69		1		1.1		0.9
234		1		3.24		0.83		0		0		7		1.0274999		-24.954159		69		1		1.1		0.9
235		1		5		0.15		0		0		7		1.0187691		-24.79924		69		1		1.1		0.9
236		1		3.01		0.75		0		0		7		1.0243176		-24.47993		69		1		1.1		0.9
237		1		1.32		0.38		0		0		7		1.0237379		-25.190092		69		1		1.1		0.9
238		1		6.1		1.95		0		0		7		1.0259985		-24.415404		69		1		1.1		0.9
239		1		4.33		1.2		0		0		7		1.0282882		-24.349136		69		1		1.1		0.9
240		1		5.7		1.35		0		0		7		1.0290709		-24.563528		69		1		1.1		0.9
241		1		1.95		0.38		0		0		7		1.0317281		-24.855058		69		1		1.1		0.9
242		1		4.6		1.58		0		0		7		1.0309699		-24.708267		69		1		1.1		0.9
243		1		4.8		1.43		0		0		7		1.0322983		-24.554775		69		1		1.1		0.9
244		1		4.25		1.43		0		0		7		1.032771		-24.681986		69		1		1.1		0.9
245		1		5.4		0.98		0		0		7		1.0250954		-24.891374		69		1		1.1		0.9
246		1		6.5		1.95		0		0		7		1.0243331		-24.956151		69		1		1.1		0.9
247		1		4.25		0.68		0		0		7		1.0316899		-24.783301		69		1		1.1		0.9
248		1		5.6		0.98		0		0		7		1.0286745		-24.852921		69		1		1.1		0.9
249		1		5.6		0.9		0		0		7		1.0312441		-24.724904		69		1		1.1		0.9
250		1		4.5		1.28		0		0		7		1.0249811		-24.550933		69		1		1.1		0.9
251		1		5		1.05		0		0		7		1.0261228		-24.802917		69		1		1.1		0.9
252		1		2.79		0.38		0		84		7		1.0367231		-25.329973		69		1		1.1		0.9
253		1		4.25		0.38		0		0		7		1.0296816		-25.183165		69		1		1.1		0.9
254		1		5.7		0.75		0		0		7		1.0327916		-25.073558		69		1		1.1		0.9
255		1		7.6		0.98		0		0		7		1.0261303		-25.049384		69		1		1.1		0.9
256		1		5.6		1.88		0		0		7		1.0267082		-25.179196		69		1		1.1		0.9
257		1		5.7		1.28		0		0		7		1.0245936		-24.713502		69		1		1.1		0.9
258		1		2.26		0.68		0		0		7		1.0290382		-24.681393		69		1		1.1		0.9
259		1		7.2		1.13		0		0		7		1.0339858		-24.865995		69		1		1.1		0.9
260		1		1.14		0.15		0		0		7		1.025139		-25.10581		69		1		1.1		0.9
261		1		8.9		2.56		0		0		7		1.0200712		-25.173521		69		1		1.1		0.9
262		1		0		0		0		0		7		1.0155249		-20.92244		138		1		1.1		0.9
263		1		8.9		2.64		0		0		7		1.0199171		-25.106214		69		1		1.1		0.9
264		1		4.6		0.9		0		0		7		1.0265339		-25.286425		69		1		1.1		0.9
265		1		7.4		0.22		0		0		7		1.0227368		-24.976995		69		1		1.1		0.9
266		1		7.2		0.53		0		42.02		7		1.0347476		-24.689895		69		1		1.1		0.9
267		1		6.7		1.65		0		102.7		7		1.0370259		-25.062189		69		1		1.1		0.9
268		1		16.1		8.73		0		0		7		1.0290162		-25.503964		69		1		1.1		0.9
269		1		6.8		1.8		0		0		7		1.0195498		-25.320433		69		1		1.1		0.9
270		1		4.25		1.05		0		0		7		1.0184697		-24.766175		69		1		1.1		0.9
271		1		6.8		1.8		0		0		7		1.0272495		-24.103085		69		1		1.1		0.9
272		1		8		1.05		0		0		7		1.0289553		-24.466166		69		1		1.1		0.9
273		1		0		0		0		0		7		1.023837		-23.194049		138		1		1.1		0.9
274		1		7.6		1.88		0		0		7		1.0288449		-24.345515		69		1		1.1		0.9
275		1		9.3		2.49		0		0		7		1.0251672		-25.398034		69		1		1.1		0.9
276		1		5.1		1.05		0		41.4		7		1.033629		-24.702434		69		1		1.1		0.9
277		1		10.59		1.5		0		0		7		1.0255355		-25.420614		69		1		1.1		0.9
278		1		11.46		2.48		0		0		7		1.0195252		-25.051522		69		1		1.1		0.9
279		1		1.06		0.08		0		0		7		1.0304963		-24.362335		69		1		1.1		0.9
280		1		2.41		0.6		0		0		7		1.0237256		-25.435618		69		1		1.1		0.9
281		1		1.65		0.15		0		0		7		1.0241519		-25.290343		69		1		1.1		0.9
282		1		1.05		0.15		0		0		7		1.0292371		-24.33861		69		1		1.1		0.9
283		1		1.8		0.53		0		0		7		1.0303659		-24.766735		69		1		1.1		0.9
284		1		1.06		0.38		0		0		7		1.0278804		-24.309738		69		1		1.1		0.9
285		1		0.75		0.22		0		0		7		1.0321966		-24.480215		69		1		1.1		0.9
286		1		1.18		0.38		0		0		7		1.0255121		-25.485488		69		1		1.1		0.9
287		1		0.9		0.3		0		0		7		1.0293925		-24.537671		69		1		1.1		0.9
288		1		5.6		1.35		0		0		7		1.0184426		-23.746		69		1		1.1		0.9
289		1		0		0		0		0		7		1.0194986		-24.621194		138		1		1.1		0.9
290		1		14		2.86		0		0		7		1.0234721		-25.18004		69		1		1.1		0.9
291		1		0		0		0		0		7		1.0174214		-24.201943		138		1		1.1		0.9
292		1		7.3		2.41		0		0		7		1.0181655		-24.185021		69		1		1.1		0.9
293		1		0		0		0		0		7		1.0109977		-25.949082		138		1		1.1		0.9
294		1		12.6		0.9		0		0		7		1.0116004		-26.394853		69		1		1.1		0.9
295		1		0		0		0		33.3		7		1.0361777		-22.655935		138		1		1.1		0.9
296		1		19.2		3.31		0		0		7		1.0144337		-26.306903		69		1		1.1		0.9
297		1		0		0		0		0		7		1.0279669		-23.996072		13.8		1		1.1		0.9
298		1		0		0		0		0		7		1.0279669		-23.996072		1		1		1.1		0.9
299		1		8.8		1.73		0		0		7		1.01239		-25.951569		69		1		1.1		0.9
300		1		9		1.8		0		0		7		1.0078796		-26.492388		69		1		1.1		0.9
301		1		9.8		0.83		0		0		7		1.0244497		-27.317333		69		1		1.1		0.9
302		1		4.25		0.6		0		0		7		1.0186384		-26.109465		69		1		1.1		0.9
303		1		5.7		1.2		0		0		7		1.0137346		-26.340544		69		1		1.1		0.9
304		1		8.1		0.98		0		0		7		1.011901		-26.47371		69		1		1.1		0.9
305		1		12.3		1.5		0		0		7		1.015802		-27.17468		69		1		1.1		0.9
306		1		11.8		3.98		0		80.1		7		1.0397507		-28.070134		69		1		1.1		0.9
307		1		2.03		0.22		0		0		7		1.0182798		-27.170318		69		1		1.1		0.9
308		1		5		0.45		0		0		7		1.0220051		-25.314058		69		1		1.1		0.9
309		1		0		0		0		0		7		1.0115866		-25.608624		138		1		1.1		0.9
310		1		23.8		5		0		0		7		1.0187237		-26.837774		69		1		1.1		0.9
311		1		11.1		3.46		0		0		7		1.0245746		-27.888348		69		1		1.1		0.9
312		1		2.49		0.68		0		0		7		1.012741		-26.626226		69		1		1.1		0.9
313		1		37.9		12.5		0		0		7		0.9947573		-27.587537		69		1		1.1		0.9
314		1		28.1		9.2		0		0		7		0.9958935		-26.536904		69		1		1.1		0.9
315		1		35		6.9		0		0		7		0.9915048		-27.462217		69		1		1.1		0.9
316		1		16.2		2.79		0		0		7		0.9958186		-26.478887		69		1		1.1		0.9
317		1		0		0		0		0		7		0.9870386		-24.177494		138		1		1.1		0.9
318		1		43.7		4.5		0		0		7		0.9911082		-26.676055		69		1		1.1		0.9
319		1		34.9		11.2		0		0		7		0.9933692		-25.276215		69		1		1.1		0.9
320		1		37.3		12.6		0		0		7		1.0083555		-25.872743		69		1		1.1		0.9
321		1		38.4		11.8		0		0		7		0.9926368		-25.806873		69		1		1.1		0.9
322		1		37.9		11.2		0		0		7		0.9915168		-26.491119		69		1		1.1		0.9
323		1		34.1		8.6		0		0		7		0.9926466		-26.336671		69		1		1.1		0.9
324		1		19.4		5.6		0		0		7		1.0034462		-25.813063		69		1		1.1		0.9
325		1		0		0		0		0		7		0.9916847		-23.245053		138		1		1.1		0.9
326		1		48		13.6		0		0		7		0.9911061		-25.018779		69		1		1.1		0.9
327		1		34.9		12.3		0		0		7		0.9954632		-25.402695		69		1		1.1		0.9
328		1		30.8		10.3		0		0		7		0.9909849		-24.762579		69		1		1.1		0.9
329		1		0		0		0		0		7		1.0144945		-22.891472		138		1		1.1		0.9
330		1		38.4		13.7		0		0		7		0.9981096		-25.825156		69		1		1.1		0.9
331		1		0		0		0		0		7		1.0112802		-24.17262		138		1		1.1		0.9
332		1		40.4		8.8		0		0		7		0.999492		-26.634826		69		1		1.1		0.9
333		1		1.28		0.15		0		0		7		0.9986552		-26.375512		69		1		1.1		0.9
334		1		0		0		0		0		7		1.0137121		-25.426182		138		1		1.1		0.9
335		1		57.9		19.4		0		0		7		0.9934327		-27.626603		69		1		1.1		0.9
336		1		0		0		0		0		7		1.0158699		-24.217763		138		1		1.1		0.9
337		1		66.5		12.33		0		0		7		1.005662		-26.616902		69		1		1.1		0.9
338		1		110.6		79.6		0		0		7		0.9874266		-23.927675		138		1		1.1		0.9
339		1		46.4		6.1		0		0		7		0.9991139		-25.537531		69		1		1.1		0.9
340		1		176.9		16.8		0		0		7		0.9965317		-24.742035		138		1		1.1		0.9
341		1		48.1		16.9		0		0		7		0.9910418		-27.202798		69		1		1.1		0.9
342		1		0		0		0		0		7		0.9942247		-25.817582		24		1		1.1		0.9
343		1		0		0		0		0		7		0.9942247		-25.817582		1		1		1.1		0.9
344		1		10.9		2.26		0		0		7		1.0079287		-26.904426		69		1		1.1		0.9
345		1		20.3		4.16		0		0		7		0.9936372		-27.118494		69		1		1.1		0.9
346		1		5.7		1.88		0		0		7		0.9960135		-24.354453		69		1		1.1		0.9
347		1		9.3		1.43		0		0		7		0.9999037		-22.65341		69		1		1.1		0.9
348		1		8.2		1.28		0		0		7		1.0182084		-25.94617		69		1		1.1		0.9
349		1		2.64		0.53		0		0		7		1.0028022		-26.766845		69		1		1.1		0.9
350		1		18.3		3.54		0		31.5		7		1.0254319		-28.939011		69		1		1.1		0.9
351		1		3.24		1.05		0		52.3		7		1.0377496		-24.525694		69		1		1.1		0.9
352		1		3.16		0.68		0		0		7		1.0002988		-21.796428		69		1		1.1		0.9
353		1		0		0		0		0		7		1.0130154		-24.273926		138		1		1.1		0.9
354		1		34.9		8.9		0		0		7		1.0074906		-25.926024		69		1		1.1		0.9
355		1		34.3		8.59		0		0		7		1.0200061		-26.228917		69		1		1.1		0.9
356		1		18.8		0.83		0		0		7		1.0192449		-26.207942		69		1		1.1		0.9
357		1		0		0		0		0		7		1.0322931		-22.257576		138		1		1.1		0.9
358		1		10.9		3.54		0		0		7		1.0241516		-24.036803		69		1		1.1		0.9
359		1		12.9		3.61		0		0		7		1.0235407		-26.106018		69		1		1.1		0.9
360		1		8		1.5		0		0		7		1.016022		-22.773222		69		1		1.1		0.9
361		1		4.33		0.9		0		0		7		1.0194907		-23.454845		69		1		1.1		0.9
362		1		11.5		3.89		0		0		7		1.0044785		-26.381081		69		1		1.1		0.9
363		1		4.8		1.58		0		0		7		1.0174937		-25.028154		69		1		1.1		0.9
364		1		54.8		10.1		0		149.4		7		1.0252469		-26.437238		69		1		1.1		0.9
365		1		0		0		0		0		7		1.0133798		-25.044106		138		1		1.1		0.9
366		1		42.8		8.8		0		0		7		1.0230398		-26.293659		69		1		1.1		0.9
367		1		20.5		2.26		0		117.6		7		1.0371446		-26.788789		69		1		1.1		0.9
368		1		0		0		0		0		7		1.0152386		-24.899026		138		1		1.1		0.9
369		1		21.7		7.8		0		0		7		1.0241484		-26.211764		69		1		1.1		0.9
370		1		24.3		7.4		0		0		7		1.0036331		-24.569125		69		1		1.1		0.9
371		1		12.9		0.83		0		0		7		1.0069244		-23.654253		69		1		1.1		0.9
372		1		10.1		3.01		0		0		7		1.0159168		-26.193907		69		1		1.1		0.9
373		1		9.7		0.38		0		0		7		1.0097305		-21.85615		69		1		1.1		0.9
374		1		18.9		3.24		0		0		7		1.0085518		-26.024005		69		1		1.1		0.9
375		1		0		0		0		0		7		1.0119484		-24.087325		138		1		1.1		0.9
376		1		19.5		6		0		0		7		1.0054256		-25.117105		69		1		1.1		0.9
377		1		11.9		3.8		0		0		7		1.0165842		-26.357446		69		1		1.1		0.9
378		1		15.7		1.88		0		0		7		1.014727		-26.372381		69		1		1.1		0.9
379		1		18.6		6.1		0		0		7		1.005174		-25.713531		69		1		1.1		0.9
380		1		13.8		4.8		0		0		7		1.0188394		-26.411509		69		1		1.1		0.9
381		1		0		0		0		0		7		1.0070775		-24.775537		138		1		1.1		0.9
382		1		35.2		6.6		0		0		7		1.0144589		-26.093045		69		1		1.1		0.9
383		1		0		0		0		0		7		1.0090844		-24.56677		138		1		1.1		0.9
384		1		30.5		10.7		0		0		7		1.0074778		-25.865342		69		1		1.1		0.9
385		1		5.7		0.75		0		0		7		1.0401252		-12.991601		138		1		1.1		0.9
386		1		4.07		0.38		0		0		7		1.0208193		-20.267901		138		1		1.1		0.9
387		1		0		0		0		0		7		1.0190958		-23.592373		138		1		1.1		0.9
388		1		31.8		8.8		0		0		7		1.0223659		-26.925958		69		1		1.1		0.9
389		1		33.1		11.9		0		0		7		1.0020074		-26.693692		69		1		1.1		0.9
390		1		51.5		21.1		0		0		7		1.0010741		-25.755825		69		1		1.1		0.9
391		1		31.8		3.98		0		0		7		1.0043217		-25.900818		69		1		1.1		0.9
392		1		0		0		0		0		7		1.0156371		-22.183388		138		1		1.1		0.9
393		1		65.7		16.93		0		0		7		1.0102459		-24.358162		69		1		1.1		0.9
394		1		23.4		6.8		0		0		7		0.9875984		-29.170015		69		1		1.1		0.9
395		1		0		0		0		0		7		0.9972282		-25.45966		138		1		1.1		0.9
396		1		22		3.39		0		0		7		0.989309		-28.838571		69		1		1.1		0.9
397		1		0		0		0		0		7		0.9935931		-26.839416		18		1		1.1		0.9
398		1		0		0		0		0		7		0.9935931		-26.839416		1		1		1.1		0.9
399		1		11.5		3.09		0		0		7		0.9932707		-25.872828		69		1		1.1		0.9
400		1		23.4		0.68		0		0		7		1.0117785		-27.094508		69		1		1.1		0.9
401		1		52.8		29.5		0		0		7		0.9726197		-28.245965		69		1		1.1		0.9
402		1		5.5		1.73		0		0		7		1.0072901		-29.45071		69		1		1.1		0.9
403		1		0.01		0		0		0		7		1.0212708		-28.423781		69		1		1.1		0.9
404		1		185.8		111.5		0		0		7		1.0097391		-22.733783		138		1		1.1		0.9
405		1		52.7		5.7		0		0		7		1.0005415		-25.262848		69		1		1.1		0.9
406		1		40.8		4.89		0		0		7		1.0048756		-24.901784		69		1		1.1		0.9
407		1		39.5		14.1		0		0		7		0.9995428		-28.462172		69		1		1.1		0.9
408		1		43.5		9		0		0		7		1.0168095		-26.722077		69		1		1.1		0.9
409		1		4.6		1.13		0		0		7		1.0203459		-26.138641		69		1		1.1		0.9
410		1		0		0		0		0		7		1.0230073		-24.040089		138		1		1.1		0.9
411		1		49		13.9		0		0		7		1.0038893		-27.983335		69		1		1.1		0.9
412		1		0		0		0		0		7		1.0165649		-25.310916		18		1		1.1		0.9
413		1		0		0		0		0		7		1.0165649		-25.310916		1		1		1.1		0.9
414		1		0		0		0		0		7		1.0229152		-23.790869		138		1		1.1		0.9
415		1		47.1		9.6		0		0		7		1.0185482		-26.944057		69		1		1.1		0.9
416		1		39.4		7.8		0		0		7		1.0160947		-27.040435		69		1		1.1		0.9
417		1		0		0		0		0		7		1.0360021		-15.500607		345		1		1.1		0.9
418		1		0		0		0		0		7		1.028104		-22.282581		138		1		1.1		0.9
419		1		46.5		15.3		0		0		7		1.0192815		-26.470198		69		1		1.1		0.9
420		1		31.3		9.3		0		0		7		1.023298		-26.368746		69		1		1.1		0.9
421		1		0		0		0		0		7		1.0259104		-22.829321		138		1		1.1		0.9
422		1		45.8		8.1		0		0		7		1.0254394		-25.36744		69		1		1.1		0.9
423		1		24.5		8.1		0		0		7		1.025118		-27.43083		69		1		1.1		0.9
424		1		50		7.86		0		0		7		1.0091106		-28.683979		69		1		1.1		0.9
425		1		42.4		9.3		0		0		7		1.0065904		-27.73434		69		1		1.1		0.9
426		1		20.8		4.7		0		156.4		7		1.0360944		-28.251401		69		1		1.1		0.9
427		1		27.8		5.4		0		0		7		1.0248685		-27.539069		69		1		1.1		0.9
428		1		52.2		17.3		0		0		7		1.0173041		-26.880147		69		1		1.1		0.9
429		1		0		0		0		0		7		1.0266078		-23.374002		138		1		1.1		0.9
430		1		56.1		15.8		0		0		7		1.0234347		-25.690469		69		1		1.1		0.9
431		1		30.1		12		0		0		7		1.0040932		-28.481564		69		1		1.1		0.9
432		1		0		0		0		0		7		1.0105589		-24.391465		138		1		1.1		0.9
433		1		22.6		5.3		0		0		7		1.0061864		-27.091053		69		1		1.1		0.9
434		1		0		0		0		0		7		1.0081566		-25.771292		18		1		1.1		0.9
435		1		0		0		0		0		7		1.0081566		-25.771292		1		1		1.1		0.9
436		1		29.9		7.6		0		0		7		1.0022805		-26.90815		69		1		1.1		0.9
437		1		19.7		6.7		0		0		7		1.0030599		-27.106386		69		1		1.1		0.9
438		1		0		0		0		0		7		1.0119582		-23.333377		138		1		1.1		0.9
439		1		20.2		5.7		0		0		7		0.9941771		-27.109828		69		1		1.1		0.9
440		1		0		0		0		121		7		1.0359129		-16.868628		345		1		1.1		0.9
441		1		0		0		0		0		7		1.0173937		-22.431728		138		1		1.1		0.9
442		1		160.5		92.4		0		0		7		0.9709387		-28.606704		69		1		1.1		0.9
443		1		0		0		0		0		7		0.9972655		-24.887548		18		1		1.1		0.9
444		1		0		0		0		0		7		0.9972655		-24.887548		1		1		1.1		0.9
445		1		0		0		0		0		7		1.0111633		-24.178444		138		1		1.1		0.9
446		1		38.1		1.88		0		0		7		1.00523		-26.58779		69		1		1.1		0.9
447		1		3.54		0.9		0		0		7		0.9937921		-27.307871		69		1		1.1		0.9
448		1		24		8.6		0		0		7		1.0080613		-27.240319		69		1		1.1		0.9
449		1		318.4		130.9		0		0		7		1.008436		-24.117014		138		1		1.1		0.9
450		1		19		5.3		0		0		7		1.0172567		-26.198946		69		1		1.1		0.9
451		1		23.9		4.33		0		0		7		0.9818751		-28.460718		69		1		1.1		0.9
452		1		21.5		5.4		0		0		7		1.0263431		-27.646245		69		1		1.1		0.9
453		1		14.5		3.01		0		0		7		1.0190275		-26.71218		69		1		1.1		0.9
454		1		19.6		3.39		0		0		7		0.9969075		-27.056675		69		1		1.1		0.9
455		1		19.4		6.5		0		0		7		1.0023451		-26.68347		69		1		1.1		0.9
456		1		18.1		2.71		0		0		7		0.9962409		-27.056565		69		1		1.1		0.9
457		1		13.8		4.5		0		0		7		0.9909903		-27.66785		69		1		1.1		0.9
458		1		0		0		0		0		7		1.0136626		-23.32193		138		1		1.1		0.9
459		1		31.4		8.4		0		0		7		1.0111268		-26.046043		69		1		1.1		0.9
460		1		21.8		7.6		0		0		7		0.9974004		-26.853569		69		1		1.1		0.9
461		1		11.1		1.73		0		0		7		0.9770488		-28.356128		69		1		1.1		0.9
462		1		0		0		0		0		7		1.0112083		-24.54953		138		1		1.1		0.9
463		1		32.4		7.5		0		0		7		1.0259099		-26.899789		69		1		1.1		0.9
464		1		23.2		5.3		0		0		7		0.9920406		-27.679524		69		1		1.1		0.9
465		1		0		0		0		0		7		0.9939732		-25.817544		138		1		1.1		0.9
466		1		19.8		4.25		0		0		7		0.9938981		-27.12208		69		1		1.1		0.9
467		1		32.4		2.49		0		0		7		1.031001		-28.997031		69		1		1.1		0.9
468		1		19.3		1.95		0		0		7		1.0271606		-28.215315		69		1		1.1		0.9
469		1		9.6		2.41		0		0		7		0.9927787		-26.784106		69		1		1.1		0.9
470		1		21.4		6.9		0		0		7		1.0281301		-29.118242		69		1		1.1		0.9
471		1		15.7		4.5		0		0		7		0.9932321		-27.236851		69		1		1.1		0.9
472		1		12		2.94		0		0		7		1.0288505		-27.429347		69		1		1.1		0.9
473		1		17.2		5.3		0		0		7		1.0248463		-28.412561		69		1		1.1		0.9
474		1		24.3		4.8		0		0		7		0.9927738		-27.664829		69		1		1.1		0.9
475		1		12.3		4.33		0		0		7		1.0118106		-27.249937		69		1		1.1		0.9
476		1		18.6		5.2		0		0		7		0.9939643		-27.407333		69		1		1.1		0.9
477		1		15.7		2.18		0		0		7		0.9952038		-27.233333		69		1		1.1		0.9
478		1		7.7		2.26		0		0		7		1.0258858		-29.069314		69		1		1.1		0.9
479		1		25.5		7		0		78.4		7		1.0399096		-28.149762		69		1		1.1		0.9
480		1		0		0		0		0		7		1.0072926		-25.20752		138		1		1.1		0.9
481		1		18.5		6.3		0		0		7		0.9978241		-27.075879		69		1		1.1		0.9
482		1		0		0		0		0		7		1.0108551		-26.033692		138		1		1.1		0.9
483		1		32.8		8.9		0		0		7		1.0260261		-28.139064		69		1		1.1		0.9
484		1		221.1		93.8		0		0		7		1.0219358		-14.662304		138		1		1.1		0.9
485		1		56.9		18.6		0		0		7		1.0214454		-17.075386		69		1		1.1		0.9
486		1		25.3		3.99		0		0		7		1.017523		-18.411784		69		1		1.1		0.9
487		1		24.7		4.25		0		0		7		1.0168582		-18.030992		69		1		1.1		0.9
488		1		6.5		1.28		0		0		7		1.0121713		-17.827927		69		1		1.1		0.9
489		1		14.3		4.25		0		0		7		1.0172713		-17.378204		69		1		1.1		0.9
490		1		18.8		6.1		0		0		7		1.0204708		-16.628803		69		1		1.1		0.9
491		1		0.06		0.01		0		11.1		7		1.0301888		-17.314989		69		1		1.1		0.9
492		1		0		0		0		0		7		1.0316544		-13.12546		138		1		1.1		0.9
493		1		48.5		9.3		0		0		7		1.0201752		-17.124413		69		1		1.1		0.9
494		1		0		0		0		0		7		1.0320791		-13.580721		138		1		1.1		0.9
495		1		11.3		2.49		0		0		7		1.029216		-15.06459		69		1		1.1		0.9
496		1		8.1		1.28		0		0		7		1.0191547		-19.108768		69		1		1.1		0.9
497		1		6.5		0.08		0		0		7		1.0284973		-20.616848		69		1		1.1		0.9
498		1		4.25		1.28		0		0		7		1.0137783		-18.868357		69		1		1.1		0.9
499		1		2.56		0.83		0		0		7		1.0218047		-19.25451		69		1		1.1		0.9
500		1		0		0		0		0		7		1.0106434		-15.609081		138		1		1.1		0.9
501		1		13		1.35		0		0		7		1.0283338		-19.332259		69		1		1.1		0.9
502		1		0		0		0		0		7		1.0224242		-18.051168		138		1		1.1		0.9
503		1		11.2		1.28		0		0		7		1.0221158		-18.965447		69		1		1.1		0.9
504		1		0.26		0.05		0		0		7		1.0284746		-19.802146		69		1		1.1		0.9
505		1		7		1.95		0		0		7		0.995341		-24.888753		69		1		1.1		0.9
506		1		21.2		6.6		0		0		7		0.999142		-25.62343		69		1		1.1		0.9
507		1		0		0		0		0		7		0.9946743		-24.793006		138		1		1.1		0.9
508		1		23.2		6.5		0		0		7		0.995305		-25.523026		69		1		1.1		0.9
509		1		28.8		3.31		0		0		7		0.989083		-26.313702		69		1		1.1		0.9
510		1		24.1		5		0		0		7		0.9914336		-25.873429		69		1		1.1		0.9
511		1		17.4		5.4		0		0		7		0.9932694		-25.70026		69		1		1.1		0.9
512		1		19.4		4.16		0		0		7		0.9985842		-24.441411		69		1		1.1		0.9
513		1		0		0		0		0		7		0.9924606		-26.829408		138		1		1.1		0.9
514		1		30.6		8.8		0		0		7		0.9889691		-27.074774		69		1		1.1		0.9
515		1		18.8		3.8		0		0		7		0.9892312		-26.944341		69		1		1.1		0.9
516		1		21.2		6.3		0		0		7		0.9962308		-25.439485		69		1		1.1		0.9
517		1		12.9		3.09		0		0		7		0.9966773		-25.955894		69		1		1.1		0.9
518		1		0		0		0		0		7		0.9934133		-25.070159		138		1		1.1		0.9
519		1		29.5		8.1		0		0		7		0.9911872		-26.188243		69		1		1.1		0.9
520		1		14.7		1.8		0		0		7		0.996122		-25.480459		69		1		1.1		0.9
521		1		29.5		4.8		0		0		7		0.9939902		-26.778918		69		1		1.1		0.9
522		1		2.56		0.3		0		0		7		1.0034179		-25.941465		69		1		1.1		0.9
523		1		14.7		1.05		0		0		7		0.992136		-26.289169		69		1		1.1		0.9
524		1		0		0		0		0		7		0.9929182		-25.236573		138		1		1.1		0.9
525		1		28.4		9.6		0		0		7		0.9921325		-25.584457		69		1		1.1		0.9
526		1		0		0		0		0		7		1.0130134		-22.799755		138		1		1.1		0.9
527		1		27.8		9.3		0		0		7		0.9998742		-25.103038		69		1		1.1		0.9
528		1		0		0		0		0		7		1.0051523		-20.750267		138		1		1.1		0.9
529		1		21.2		4.8		0		0		7		1.006709		-23.349543		69		1		1.1		0.9
530		1		14.9		5.1		0		0		7		0.9916131		-26.041897		69		1		1.1		0.9
531		1		24.9		2.94		0		0		7		1.0183794		-27.500887		69		1		1.1		0.9
532		1		18.9		5.2		0		0		7		1.0255935		-27.441202		69		1		1.1		0.9
533		1		45.6		7.5		0		0		7		1.0189727		-26.995659		69		1		1.1		0.9
534		1		0		0		0		0		7		1.0268662		-22.995805		138		1		1.1		0.9
535		1		21.3		3.76		0		0		7		1.0085875		-27.180795		69		1		1.1		0.9
536		1		29.6		5.65		0		0		7		1.0256396		-27.435133		69		1		1.1		0.9
537		1		28.1		2.79		0		0		7		1.0268901		-27.150636		69		1		1.1		0.9
538		1		17.2		2.41		0		179.2		7		1.0423169		-28.212785		69		1		1.1		0.9
539		1		30.4		9		0		0		7		0.9902383		-28.87719		69		1		1.1		0.9
540		1		18.2		6.5		0		0		7		0.985863		-28.556315		69		1		1.1		0.9
541		1		0		0		0		0		7		1.0278807		-23.781619		138		1		1.1		0.9
542		1		25.5		3.31		0		0		7		1.0256349		-26.590527		69		1		1.1		0.9
543		1		15.7		4.25		0		0		7		1.0229061		-26.95468		69		1		1.1		0.9
544		1		27.2		8.3		0		0		7		1.0117589		-26.82199		69		1		1.1		0.9
545		1		7.1		2.03		0		0		7		1.020333		-28.309408		69		1		1.1		0.9
546		1		23.4		3.8		0		0		7		0.9858075		-28.256808		69		1		1.1		0.9
547		1		6.5		1.8		0		0		7		1.0159321		-27.386066		69		1		1.1		0.9
548		1		14.8		2.64		0		0		7		1.0084921		-28.590022		69		1		1.1		0.9
549		1		14.1		3.76		0		0		7		1.0137828		-27.437206		69		1		1.1		0.9
550		1		76.2		36.98		0		0		7		1.0061671		-27.638285		69		1		1.1		0.9
551		1		15.5		2.63		0		0		7		1.0208545		-27.281189		69		1		1.1		0.9
552		1		3.89		1.2		0		0		7		0.9970469		-28.806471		69		1		1.1		0.9
553		1		0		0		0		0		7		1.0106238		-24.478711		138		1		1.1		0.9
554		1		9		1.73		0		0		7		1.0131859		-26.677281		69		1		1.1		0.9
555		1		0.23		0.07		0		0		7		1.019388		-26.173047		69		1		1.1		0.9
556		1		35.5		7.13		0		0		7		1.029336		-28.009539		69		1		1.1		0.9
557		1		22.3		6		0		0		7		1.0194623		-27.171411		69		1		1.1		0.9
558		1		30.3		5.3		0		128.92		7		1.0388556		-27.809559		69		1		1.1		0.9
559		1		23.8		7.7		0		0		7		0.9926809		-28.004859		69		1		1.1		0.9
560		1		32.4		5.7		0		0		7		1.0164356		-27.543437		69		1		1.1		0.9
561		1		0		0		0		0		7		1.0239786		-14.787633		138		1		1.1		0.9
562		1		17.3		5		0		0		7		1.0170972		-17.409351		69		1		1.1		0.9
